name,state,city,category,rating,entry_fee,visit_duration,best_time,id,image_url,latitude,longitude,activities,hidden_gems,nearest_airport,nearest_railway,cuisine,safety_rating,search_tags
Badaghagara Waterfall,Odisha,Keonjhar,Waterfall,4.3,0.0,1.0,Morning,badaghagara__keonjhar_odisha,https://upload.wikimedia.org/wikipedia/commons/5/55/Badaghagara_Kendujhar.jpg,,,,,,,,8.0,"['badaghagara waterfall', 'keonjhar', 'morning', 'odisha', 'waterfall']"
Chandipur Beach,Odisha,Balasore,Beach,4.2,0.0,1.5,Morning,chandipur__balasore_odisha,https://static.toiimg.com/photo/47121490.cms,,,,,,,,8.0,"['balasore', 'beach', 'chandipur beach', 'morning', 'odisha']"
Sanaghagara Waterfall,Odisha,Kendujhar,Waterfall,4.4,0.0,1.0,All,sanaghagara__kendujhar_odisha,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/08/72/da/1c/sanaghagara-waterfall.jpg?w=1200&h=1200&s=1,,,,,,,,8.0,"['all', 'kendujhar', 'odisha', 'sanaghagara waterfall', 'waterfall']"
Marina Beach,Tamil Nadu,Chennai,Beach,3.9,0.0,1.5,Morning,marina__chennai_tamil_nadu,https://upload.wikimedia.org/wikipedia/commons/d/d9/Chennai_-_bird%27s-eye_view.jpg,,,,,,,,8.0,"['beach', 'chennai', 'marina beach', 'morning', 'tamil nadu']"
Meenakshi Amman Temple,Tamil Nadu,Madurai,Temple,4.7,0.0,2.0,All,meenakshi_amman__madurai_tamil_nadu,https://lookaside.instagram.com/seo/google_widget/crawler/?media_id=3539467584758186787,,,,,,,,8.0,"['all', 'madurai', 'meenakshi amman temple', 'tamil nadu', 'temple']"
Ramanathaswamy Temple,Tamil Nadu,Rameswaram,Temple,4.6,0.0,1.5,All,ramanathaswamy__rameswaram_tamil_nadu,https://upload.wikimedia.org/wikipedia/commons/thumb/8/84/Ramanathaswamy_temple7.JPG/1200px-Ramanathaswamy_temple7.JPG,,,,,,,,8.0,"['all', 'ramanathaswamy temple', 'rameswaram', 'tamil nadu', 'temple']"
Vivekananda Rock Memorial,Tamil Nadu,Kanyakumari,Memorial,4.6,20.0,1.0,Morning,vivekananda_rock__kanyakumari_tamil_nadu,https://upload.wikimedia.org/wikipedia/commons/b/b6/RockMemorial.jpg,,,,,,,,8.0,"['kanyakumari', 'memorial', 'morning', 'tamil nadu', 'vivekananda rock memorial']"
Ooty Lake,Tamil Nadu,Ooty,Lake,4.1,10.0,1.0,Morning,ooty__ooty_tamil_nadu,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/11/72/6e/a0/ooty-lake.jpg?w=1200&h=1200&s=1,11.410666,76.69163999999999,"Boat rides, Toy-train ride (Nilgiri Mountain Railway), Viewpoint visits, Tea estate tours","Less-crowded viewpoints around Doddabetta, Estate homestays away from town centre",Coimbatore International Airport,Mettupalayam (for Nilgiri Mountain Railway) / Coimbatore,"South Indian tiffin items, Local bakery products, Fresh hill vegetables-based dishes",8.0,"['boat rides', 'lake', 'morning', 'ooty', 'ooty lake', 'tamil nadu', 'tea estate tours', 'toy-train ride (nilgiri mountain railway)', 'viewpoint visits']"
Marudamalai Temple,Tamil Nadu,Coimbatore,Temple,4.7,0.0,1.0,All,marudamalai__coimbatore_tamil_nadu,https://upload.wikimedia.org/wikipedia/commons/4/46/Maruthamalai_Rajagopuram_1.jpg,,,,,,,,8.0,"['all', 'coimbatore', 'marudamalai temple', 'tamil nadu', 'temple']"
Kodaikanal Lake,Tamil Nadu,Kodaikanal,Lake,3.9,0.0,2.0,Morning,kodaikanal__kodaikanal_tamil_nadu,https://upload.wikimedia.org/wikipedia/commons/c/c4/Kodaikanal_lake.jpg,,,,,,,,8.0,"['kodaikanal', 'kodaikanal lake', 'lake', 'morning', 'tamil nadu']"
Brihadeeswarar Temple,Tamil Nadu,Thanjavur,Temple,4.8,0.0,1.5,All,brihadeeswarar__thanjavur_tamil_nadu,https://cdn.britannica.com/66/250066-050-B34A9532/Brihadishvara-Temple-Thanjavur-Tamil-Nadu-India.jpg,,,,,,,,8.0,"['all', 'brihadeeswarar temple', 'tamil nadu', 'temple', 'thanjavur']"
Shore Temple,Tamil Nadu,Mahabalipuram,Temple,4.6,40.0,1.0,All,shore__mahabalipuram_tamil_nadu,https://upload.wikimedia.org/wikipedia/commons/7/74/Shore_Temple_-Mamallapuram_-Tamil_Nadu_-N-TN-C55.jpg,,,,,,,,8.0,"['all', 'mahabalipuram', 'shore temple', 'tamil nadu', 'temple']"
Yercaud Lake,Tamil Nadu,Yercaud,Lake,4.2,0.0,1.0,Morning,yercaud__yercaud_tamil_nadu,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/11/13/4d/52/20171022120346-img-1018.jpg?w=1200&h=-1&s=1,,,,,,,,8.0,"['lake', 'morning', 'tamil nadu', 'yercaud', 'yercaud lake']"
Nellaiappar Temple,Tamil Nadu,Tirunelveli,Temple,4.6,0.0,1.0,All,nellaiappar__tirunelveli_tamil_nadu,https://upload.wikimedia.org/wikipedia/commons/b/b8/Tirnelveli_Gandhimathiamman_Temple_Tower.JPG,,,,,,,,8.0,"['all', 'nellaiappar temple', 'tamil nadu', 'temple', 'tirunelveli']"
Nataraja Temple,Tamil Nadu,Chidambaram,Temple,4.7,0.0,1.0,All,nataraja__chidambaram_tamil_nadu,https://upload.wikimedia.org/wikipedia/commons/4/44/Le_temple_de_Shiva_Nataraja_%28Chidambaram%2C_Inde%29_%2814037020332%29.jpg,,,,,,,,8.0,"['all', 'chidambaram', 'nataraja temple', 'tamil nadu', 'temple']"
Kanaka Durga Temple,Andhra Pradesh,Vijayawada,Temple,4.7,0.0,1.0,All,kanaka_durga__vijayawada_andhra_pradesh,https://upload.wikimedia.org/wikipedia/commons/b/ba/Kanakadurga_Temple_gopuram.jpg,,,,,,,,8.0,"['all', 'andhra pradesh', 'kanaka durga temple', 'temple', 'vijayawada']"
Rishikonda Beach,Andhra Pradesh,Visakhapatnam,Beach,4.5,0.0,1.5,Morning,rishikonda__visakhapatnam_andhra_pradesh,https://upload.wikimedia.org/wikipedia/commons/a/a5/Rushikonda_beach_view_001.jpg,,,,,,,,8.0,"['andhra pradesh', 'beach', 'morning', 'rishikonda beach', 'visakhapatnam']"
Mallikarjuna Swamy Temple,Andhra Pradesh,Srisailam,Temple,4.7,0.0,1.0,All,mallikarjuna_swamy__srisailam_andhra_pradesh,https://upload.wikimedia.org/wikipedia/commons/c/c0/Srisailam.jpg,,,,,,,,8.0,"['all', 'andhra pradesh', 'mallikarjuna swamy temple', 'srisailam', 'temple']"
Papikondalu,Andhra Pradesh,Rajahmundry,Hill,4.3,0.0,2.0,All,papikondalu_rajahmundry_andhra_pradesh,https://papikondalu.net.in/assets/images/papikondalu-tour-1200x800.jpg,,,,,,,,8.0,"['all', 'andhra pradesh', 'hill', 'papikondalu', 'rajahmundry']"
Lepakshi,Andhra Pradesh,Anantapur,Site,4.6,0.0,1.5,All,lepakshi_anantapur_andhra_pradesh,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/Front_side_of_Veerabhadra_Temple%2C_Lepakshi.jpg/1200px-Front_side_of_Veerabhadra_Temple%2C_Lepakshi.jpg,,,,,,,,8.0,"['all', 'anantapur', 'andhra pradesh', 'lepakshi', 'site']"
Belum Caves,Andhra Pradesh,Kurnool,Cave,4.4,65.0,1.5,Afternoon,belum_caves_kurnool_andhra_pradesh,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/11/1c/95/33/group-outing-belum-caves3.jpg?w=1200&h=-1&s=1,,,,,,,,8.0,"['afternoon', 'andhra pradesh', 'belum caves', 'cave', 'kurnool']"
Amaravathi Temple,Andhra Pradesh,Amravati,Temple,4.7,0.0,1.0,All,amaravathi__amravati_andhra_pradesh,https://s7ap1.scene7.com/is/image/incredibleindia/amaralingeshwara-temple-amaravati-andhra-pradesh-1-attr-hero?qlt=82&ts=1726743722820,,,,,,,,8.0,"['all', 'amaravathi temple', 'amravati', 'andhra pradesh', 'temple']"
Uppalapadu Bird Sanctuary,Andhra Pradesh,Guntur,Bird Sanctuary,4.4,10.0,1.0,All,uppalapadu_bird__guntur_andhra_pradesh,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/08/5f/02/90/uppalapadu-bird-sanctuary.jpg?w=1200&h=-1&s=1,,,,,,,,8.0,"['all', 'andhra pradesh', 'bird sanctuary', 'guntur', 'uppalapadu bird sanctuary']"
Gandikota Fort,Andhra Pradesh,Kadapa,Fort,4.5,0.0,1.5,Morning,gandikota__kadapa_andhra_pradesh,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/15/4a/20/f2/grand-canyon-of-india.jpg?w=1200&h=1200&s=1,,,,,,,,8.0,"['andhra pradesh', 'fort', 'gandikota fort', 'kadapa', 'morning']"
Prasanthi Nilayam,Andhra Pradesh,Puttaparthi,Spiritual Center,4.7,0.0,1.0,All,prasanthi_nilayam_puttaparthi_andhra_pradesh,https://upload.wikimedia.org/wikipedia/commons/d/da/Sri_Sathya_Sai_Baba_Mahasamadhi_at_Sai_Kulwant_Hall.jpg,,,,,,,,8.0,"['all', 'andhra pradesh', 'prasanthi nilayam', 'puttaparthi', 'spiritual center']"
Simhachalam Temple,Andhra Pradesh,Vizianagaram,Temple,4.7,0.0,1.0,All,simhachalam__vizianagaram_andhra_pradesh,https://upload.wikimedia.org/wikipedia/commons/1/18/Simhachalam_temple_from_a_hilltop.jpg,,,,,,,,8.0,"['all', 'andhra pradesh', 'simhachalam temple', 'temple', 'vizianagaram']"
Kailasagiri,Andhra Pradesh,Visakhapatnam,Hill,4.5,0.0,2.0,All,kailasagiri_visakhapatnam_andhra_pradesh,https://upload.wikimedia.org/wikipedia/commons/7/7a/Kailasagiri.jpg,,,,,,,,8.0,"['all', 'andhra pradesh', 'hill', 'kailasagiri', 'visakhapatnam']"
Submarine Museum,Andhra Pradesh,Visakhapatnam,Museum,4.6,40.0,1.0,All,submarine__visakhapatnam_andhra_pradesh,https://upload.wikimedia.org/wikipedia/commons/thumb/3/34/Submarine_Museum.JPG/1200px-Submarine_Museum.JPG,,,,,,,,8.0,"['all', 'andhra pradesh', 'museum', 'submarine museum', 'visakhapatnam']"
Borra Caves,Andhra Pradesh,Visakhapatnam,Cave,4.5,60.0,2.0,Afternoon,borra_caves_visakhapatnam_andhra_pradesh,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0f/9d/80/6a/borra-caves.jpg?w=1200&h=1200&s=1,,,,,,,,8.0,"['afternoon', 'andhra pradesh', 'borra caves', 'cave', 'visakhapatnam']"
War Memorial,Andhra Pradesh,Visakhapatnam,War Memorial,4.6,0.0,1.0,All,war__visakhapatnam_andhra_pradesh,https://placehold.co/800x600/png?text=Voyara,,,,,,,,8.0,"['all', 'andhra pradesh', 'visakhapatnam', 'war memorial']"
Indira Gandhi Zoological Park,Andhra Pradesh,Visakhapatnam,Zoo,4.1,20.0,2.0,Afternoon,indira_gandhi_zoological__visakhapatnam_andhra_pradesh,https://placehold.co/800x600/png?text=Voyara,,,,,,,,8.0,"['afternoon', 'andhra pradesh', 'indira gandhi zoological park', 'visakhapatnam', 'zoo']"
Matsyadarshini Aquarium,Andhra Pradesh,Visakhapatnam,Aquarium,3.8,20.0,1.0,All,matsyadarshini_aquarium_visakhapatnam_andhra_pradesh,https://placehold.co/800x600/png?text=Voyara,,,,,,,,8.0,"['all', 'andhra pradesh', 'aquarium', 'matsyadarshini aquarium', 'visakhapatnam']"
Visakha Museum,Andhra Pradesh,Visakhapatnam,Museum,4.3,10.0,1.0,All,visakha__visakhapatnam_andhra_pradesh,https://placehold.co/800x600/png?text=Voyara,,,,,,,,8.0,"['all', 'andhra pradesh', 'museum', 'visakha museum', 'visakhapatnam']"
Nathula Pass,Sikkim,Gangtok,Hill,4.3,20.0,2.0,Afternoon,nathula_pass_gangtok_sikkim,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/02/3c/94/7e/pass-of-listening-ears.jpg?w=900&h=500&s=1,,,,,,,,8.0,"['afternoon', 'gangtok', 'hill', 'nathula pass', 'sikkim']"
Pemayangtse Monastery,Sikkim,Pelling,Monastery,4.6,20.0,1.0,Morning,pemayangtse_monastery_pelling_sikkim,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/09/39/80/4e/pemayangtse-monastery.jpg?w=900&h=500&s=1,,,,,,,,8.0,"['monastery', 'morning', 'pelling', 'pemayangtse monastery', 'sikkim']"
Char Dham,Sikkim,Namchi,Religious Complex,4.7,50.0,2.0,All,char_dham_namchi_sikkim,https://www.dealswithai.com/assets/images/2024-05-29-02-01-11-Chardham-Yatra.jpg,,,,,,,,8.0,"['all', 'char dham', 'namchi', 'religious complex', 'sikkim']"
Rumtek Monastery,Sikkim,Gangtok,Monastery,4.6,10.0,1.0,Morning,rumtek_monastery_gangtok_sikkim,https://upload.wikimedia.org/wikipedia/commons/e/e5/Vikramjit-Kakati-Rumtek.jpg,,,,,,,,8.0,"['gangtok', 'monastery', 'morning', 'rumtek monastery', 'sikkim']"
Buddha Park,Sikkim,Ravangla,Park,4.8,50.0,1.0,All,buddha__ravangla_sikkim,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/16/ef/73/74/awesomeness-overloaded.jpg?w=900&h=500&s=1,,,,,,,,8.0,"['all', 'buddha park', 'park', 'ravangla', 'sikkim']"
Baba Harbhajan Singh Temple,Sikkim,Gangtok,Temple,4.7,0.0,1.0,All,baba_harbhajan_singh__gangtok_sikkim,https://placehold.co/800x600/png?text=Voyara,,,,,,,,8.0,"['all', 'baba harbhajan singh temple', 'gangtok', 'sikkim', 'temple']"
Tsomgo Lake,Sikkim,Gangtok,Lake,4.5,0.0,2.0,Morning,tsomgo__gangtok_sikkim,https://placehold.co/800x600/png?text=Voyara,,,,,,,,8.0,"['gangtok', 'lake', 'morning', 'sikkim', 'tsomgo lake']"
Kamakhya Temple,Assam,Guwahati,Temple,4.6,0.0,2.0,All,kamakhya__guwahati_assam,https://upload.wikimedia.org/wikipedia/commons/thumb/d/dc/Kamakhya_Temple%2C_Guwahati.jpg/1200px-Kamakhya_Temple%2C_Guwahati.jpg,,,,,,,,8.0,"['all', 'assam', 'guwahati', 'kamakhya temple', 'temple']"
Kaziranga National Park,Assam,Kaziranga,National Park,4.5,650.0,3.0,Morning,kaziranga__kaziranga_assam,https://upload.wikimedia.org/wikipedia/commons/f/fe/Beauty_of_Kaziranga_National_Park.jpg,,,,,,,,8.0,"['assam', 'kaziranga', 'kaziranga national park', 'morning', 'national park']"
Umananda Island,Assam,Guwahati,Island,4.1,0.0,1.0,Morning,umananda_island_guwahati_assam,https://upload.wikimedia.org/wikipedia/commons/4/4b/Umananda_Island%2C_Guwahati_%284%29.jpg,,,,,,,,8.0,"['assam', 'guwahati', 'island', 'morning', 'umananda island']"
Sivasagar Sivadol,Assam,Sivasagar,Temple,4.7,0.0,1.0,All,sivasagar_sivadol_sivasagar_assam,https://upload.wikimedia.org/wikipedia/commons/7/79/Siva_Dol.JPG,,,,,,,,8.0,"['all', 'assam', 'sivasagar', 'sivasagar sivadol', 'temple']"
Majuli Island,Assam,Majuli,River Island,4.7,0.0,2.0,Morning,majuli_island_majuli_assam,https://upload.wikimedia.org/wikipedia/commons/c/cb/Doriya_River_of_Majuli.jpg,,,"Satra visits and performances, Cycling around island roads, Village and paddy-field walks, Birdwatching","Remote satras with fewer visitors, Homestays in stilt houses in villages",Jorhat Airport,Jorhat Town / Mariani,"Assamese thali, Fish curries, Pitha (rice cakes)",8.0,"['assam', 'birdwatching', 'cycling around island roads', 'majuli', 'majuli island', 'morning', 'river island', 'satra visits and performances', 'village and paddy-field walks']"
Manas National Park,Assam,Manas,National Park,4.6,500.0,3.0,Morning,manas__manas_assam,https://upload.wikimedia.org/wikipedia/commons/d/d8/Manas_National_Park.jpg,,,,,,,,8.0,"['assam', 'manas', 'manas national park', 'morning', 'national park']"
Hayagriva Madhava Temple,Assam,Hajo,Temple,4.5,0.0,1.0,All,hayagriva_madhava__hajo_assam,https://upload.wikimedia.org/wikipedia/commons/c/c7/Hagriva_Madhava_Temple_side_view2.jpg,,,,,,,,8.0,"['all', 'assam', 'hajo', 'hayagriva madhava temple', 'temple']"
Pobitora Wildlife Sanctuary,Assam,Guwahati,Wildlife Sanctuary,4.4,500.0,2.0,All,pobitora__guwahati_assam,https://upload.wikimedia.org/wikipedia/commons/8/82/Indian_Rhino_in_Pobitora.jpg,,,,,,,,8.0,"['all', 'assam', 'guwahati', 'pobitora wildlife sanctuary', 'wildlife sanctuary']"
Tawang Monastery,Arunachal Pradesh,Tawang,Monastery,4.7,0.0,2.0,Morning,tawang_monastery_tawang_arunachal_pradesh,https://upload.wikimedia.org/wikipedia/commons/2/2a/Tawang_Monastery_%28Tibetan_Buddhist%29.jpg,,,,,,,,8.0,"['arunachal pradesh', 'monastery', 'morning', 'tawang', 'tawang monastery']"
Ujjayanta Palace,Tripura,Agartala,Palace,4.5,10.0,1.5,All,ujjayanta__agartala_tripura,https://upload.wikimedia.org/wikipedia/commons/c/c8/Ujjayanta_palace_Tripura_State_Museum_Agartala_India.jpg,,,,,,,,8.0,"['agartala', 'all', 'palace', 'tripura', 'ujjayanta palace']"
Dumboor Lake,Tripura,Dumboor,Lake,4.5,0.0,1.0,Morning,dumboor__dumboor_tripura,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0a/9e/e0/9c/dumbor-lake.jpg?w=1200&h=-1&s=1,,,,,,,,8.0,"['dumboor', 'dumboor lake', 'lake', 'morning', 'tripura']"
Unakoti Rock Carvings,Tripura,Unakoti,Rock Carvings,4.5,20.0,1.5,Morning,unakoti_rock_carvings_unakoti_tripura,https://upload.wikimedia.org/wikipedia/commons/f/f0/Unakoti_3.jpg,,,,,,,,8.0,"['morning', 'rock carvings', 'tripura', 'unakoti', 'unakoti rock carvings']"
Chitrakote Falls,Chhattisgarh,Bastar,Waterfall,4.6,0.0,1.5,Morning,chitrakote__bastar_chhattisgarh,https://upload.wikimedia.org/wikipedia/commons/9/91/Chitrakot_waterfalls.JPG,,,"Waterfall viewing, Boat rides (seasonal), Short walks and photography","Less-used viewpoints offering different angles of the falls, Nearby smaller falls and natural spots (local guidance needed)",Jagdalpur (limited) / Raipur,Jagdalpur,"Local tribal-inspired dishes (where available), Chhattisgarhi thalis",7.0,"['bastar', 'boat rides (seasonal)', 'chhattisgarh', 'chitrakote falls', 'morning', 'short walks and photography', 'waterfall', 'waterfall viewing']"
Dzükou Valley,Nagaland,Dzükou Valley,Valley,4.7,0.0,3.0,Afternoon,dzükou_valley_dzükou_valley_nagaland,https://placehold.co/800x600/png?text=Voyara,,,,,,,,8.0,"['afternoon', 'dzükou valley', 'nagaland', 'valley']"
Promenade Beach,Puducherry,Puducherry,Beach,4.5,0.0,1.0,Morning,promenade__puducherry_puducherry,https://static.toiimg.com/photo/48552994.cms,,,,,,,,8.0,"['beach', 'morning', 'promenade beach', 'puducherry']"
Auroville,Puducherry,Auroville,Township,4.1,0.0,2.0,All,auroville_auroville_puducherry,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c2/Auroville.JPG/1200px-Auroville.JPG,,,,,,,,8.0,"['all', 'auroville', 'puducherry', 'township']"
Paradise Beach,Puducherry,Puducherry,Beach,4.5,200.0,1.0,Morning,paradise__puducherry_puducherry,https://www.paradisebeachcozumel.com/sites/default/files/styles/565_675_focal_point/public/2024-01/sup-fun-pass-paradise-beach-cozumel.png.webp?itok=yJHeAnrJ,,,,,,,,8.0,"['beach', 'morning', 'paradise beach', 'puducherry']"
Cellular Jail,Andaman and Nicobar Islands,Port Blair,Landmark,4.7,30.0,1.5,Afternoon,cellular_jail_port_blair_andaman_and_nicobar_islands,https://upload.wikimedia.org/wikipedia/commons/f/fe/Front_View_of_Cellular_Jail%2C_Port_Blair.JPG,,,,,,,,8.0,"['afternoon', 'andaman and nicobar islands', 'cellular jail', 'landmark', 'port blair']"
Radhanagar Beach,Andaman and Nicobar Islands,Havelock Island,Beach,4.8,0.0,1.0,Morning,radhanagar__havelock_island_andaman_and_nicobar_islands,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/03/89/e9/f8/radhanagar-beach.jpg?w=900&h=500&s=1,,,,,,,,8.0,"['andaman and nicobar islands', 'beach', 'havelock island', 'morning', 'radhanagar beach']"
Bharatpur Beach,Andaman and Nicobar Islands,Neil Island,Beach,4.5,0.0,1.0,Morning,bharatpur__neil_island_andaman_and_nicobar_islands,http://be.discoverandaman.in/storage/uploads/2024/2/8e7965b3-74e6-478a-bcda-088346037edd.jpeg,,,,,,,,8.0,"['andaman and nicobar islands', 'beach', 'bharatpur beach', 'morning', 'neil island']"
Limestone Caves,Andaman and Nicobar Islands,Baratang Island,Natural Feature,4.4,250.0,1.5,Morning,limestone_caves_baratang_island_andaman_and_nicobar_islands,https://media.australian.museum/media/dd/images/Ishigaki_ishigakijima_limestone_cave.8181618.width-800.6104bde.jpg,,,,,,,,8.0,"['andaman and nicobar islands', 'baratang island', 'limestone caves', 'morning', 'natural feature']"
Naida Caves,Daman and Diu,Diu,Cave,4.5,0.0,1.0,Afternoon,naida_caves_diu_daman_and_diu,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0d/a3/00/53/img-20161116-140018-largejpg.jpg?w=1200&h=-1&s=1,,,,,,,,8.0,"['afternoon', 'cave', 'daman and diu', 'diu', 'naida caves']"
Diu Fort,Daman and Diu,Diu,Fort,4.6,0.0,1.5,Afternoon,diu__diu_daman_and_diu,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/10/53/f4/8e/beutiful-place.jpg?w=900&h=500&s=1,,,,,,,,8.0,"['afternoon', 'daman and diu', 'diu', 'diu fort', 'fort']"
Baba Baidyanath Temple,Jharkhand,Deoghar,Temple,4.7,0.0,1.0,All,baba_baidyanath__deoghar_jharkhand,https://upload.wikimedia.org/wikipedia/commons/e/e2/Baba_Dham.jpg,,,,,,,,8.0,"['all', 'baba baidyanath temple', 'deoghar', 'jharkhand', 'temple']"
Pahari Mandir,Jharkhand,Ranchi,Temple,4.6,0.0,1.0,All,pahari_mandir_ranchi_jharkhand,https://upload.wikimedia.org/wikipedia/commons/0/0d/Pahari_Mandir_-_Ranchi_Hill_9243.JPG,,,,,,,,8.0,"['all', 'jharkhand', 'pahari mandir', 'ranchi', 'temple']"
Mahabodhi Temple,Bihar,Bodh Gaya,Temple,4.7,0.0,1.5,All,mahabodhi__bodh_gaya_bihar,https://whc.unesco.org/uploads/thumbs/site_1056_0001-750-750-20120601152647.jpg,,,,,,,,8.0,"['all', 'bihar', 'bodh gaya', 'mahabodhi temple', 'temple']"
Sanjay Gandhi Biological Park,Bihar,Patna,Zoo,4.3,30.0,2.5,All,sanjay_gandhi_biological__patna_bihar,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f1/Sanjay_Gandhi_Jaivik_Udyan.jpg/1200px-Sanjay_Gandhi_Jaivik_Udyan.jpg,,,,,,,,8.0,"['all', 'bihar', 'patna', 'sanjay gandhi biological park', 'zoo']"
Takhat Shri Harimandir Ji Patna Sahib,Bihar,Patna,Gurudwara,4.7,0.0,1.0,All,takhat_shri_harimandir_ji_patna_sahib_patna_bihar,https://tourism.bihar.gov.in/content/dam/bihar-tourism/images/category_a/patna/takht_sri_harmandir_sahib/20.%20Takhat-Sri-Harimandir-Ji.jpg/jcr:content/renditions/cq5dam.web.480.480.jpeg,,,,,,,,8.0,"['all', 'bihar', 'gurudwara', 'patna', 'takhat shri harimandir ji patna sahib']"
Budhha Smriti Park,Bihar,Patna,Park,4.4,10.0,1.0,All,budhha_smriti__patna_bihar,https://upload.wikimedia.org/wikipedia/commons/1/1a/Buddha_Smriti_Park.jpg,,,,,,,,8.0,"['all', 'bihar', 'budhha smriti park', 'park', 'patna']"
Kingdom of Dreams,Haryana,Gurugram,Entertainment,4.4,1100.0,3.0,Afternoon,kingdom_of_dreams_gurugram_haryana,https://upload.wikimedia.org/wikipedia/commons/6/68/Culture_Gully_and_Nautanki_Mahal_auditorium%2C_Kingdom_of_Dreams%2C_Gurgaon.jpg,,,,,,,,8.0,"['afternoon', 'entertainment', 'gurugram', 'haryana', 'kingdom of dreams']"
Ambience Mall,Haryana,Gurugram,Mall,4.6,0.0,2.0,Afternoon,ambience_mall_gurugram_haryana,https://upload.wikimedia.org/wikipedia/commons/6/62/Mango_atrium_at_Ambience_Mall%2C_Gurgaon.jpg,,,,,,,,8.0,"['afternoon', 'ambience mall', 'gurugram', 'haryana', 'mall']"
DLF CyberHub,Haryana,Gurugram,Commercial Complex,4.7,0.0,2.0,Afternoon,dlf_cyberhub_gurugram_haryana,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0f/b8/e2/a4/photo5jpg.jpg?w=1200&h=-1&s=1,,,,,,,,8.0,"['afternoon', 'commercial complex', 'dlf cyberhub', 'gurugram', 'haryana']"
Gurudwara Bangla Sahib,Delhi,New Delhi,Gurudwara,4.8,0.0,1.0,All,gurudwara_bangla_sahib_new_delhi_delhi,https://upload.wikimedia.org/wikipedia/commons/thumb/4/49/Front_view_of_Gurudwara_Bangla_Sahib%2C_Delhi.jpg/800px-Front_view_of_Gurudwara_Bangla_Sahib%2C_Delhi.jpg,,,,,,,,8.0,"['all', 'delhi', 'gurudwara', 'gurudwara bangla sahib', 'new delhi']"
Kedarnath,Uttarakhand,Kedarnath,Temple,4.8,0.0,1.5,All,kedarnath_kedarnath_uttarakhand,https://badrinath-kedarnath.gov.in/css_js_2024/img/kedarnath-4k.jpg,,,,,,,,8.0,"['all', 'kedarnath', 'temple', 'uttarakhand']"
DLF Mall of India,Uttar Pradesh,Noida,Mall,4.6,0.0,2.0,All,dlf_mall_of_india_noida_uttar_pradesh,https://upload.wikimedia.org/wikipedia/commons/3/3f/DLF_Mall_of_India.jpg,,,,,,,,8.0,"['all', 'dlf mall of india', 'mall', 'noida', 'uttar pradesh']"
The Grand Venice Mall,Uttar Pradesh,Greater Noida,Mall,4.2,0.0,2.0,All,grand_venice_mall_greater_noida_uttar_pradesh,https://placehold.co/800x600/png?text=Voyara,,,,,,,,8.0,"['all', 'greater noida', 'mall', 'the grand venice mall', 'uttar pradesh']"
Nandankanan Zoological Park,Odisha,Bhubaneswar,Zoo,4.4,50.0,3.0,Afternoon,nandankanan_zoological__bhubaneswar_odisha,https://placehold.co/800x600/png?text=Voyara,,,,,,,,8.0,"['afternoon', 'bhubaneswar', 'nandankanan zoological park', 'odisha', 'zoo']"
Orion Mall,Karnataka,Bengaluru,Mall,4.5,0.0,2.0,All,orion_mall_bengaluru_karnataka,https://placehold.co/800x600/png?text=Voyara,,,,,,,,8.0,"['all', 'bengaluru', 'karnataka', 'mall', 'orion mall']"
Inorbit Mall Cyberabad,Telangana,Hyderabad,Mall,4.5,0.0,2.0,All,inorbit_mall_cyberabad_hyderabad_telangana,https://placehold.co/800x600/png?text=Voyara,,,,,,,,8.0,"['all', 'hyderabad', 'inorbit mall cyberabad', 'mall', 'telangana']"
Jama Masjid,Delhi,New Delhi,Mosque,4.5,0.0,1.0,All,jama_masjid_new_delhi_delhi,https://placehold.co/800x600/png?text=Voyara,,,,,,,,8.0,"['all', 'delhi', 'jama masjid', 'mosque', 'new delhi']"
Buddh International Circuit,Uttar Pradesh,Greater Noida,Race Track,4.6,1500.0,2.0,All,buddh_inter_circuit_greater_noida_uttar_pradesh,https://placehold.co/800x600/png?text=Voyara,,,,,,,,8.0,"['all', 'buddh international circuit', 'greater noida', 'race track', 'uttar pradesh']"
Phoenix Palassio,Uttar Pradesh,Lucknow,Mall,4.6,0.0,2.0,All,phoenix_palassio_lucknow_uttar_pradesh,https://placehold.co/800x600/png?text=Voyara,,,,,,,,8.0,"['all', 'lucknow', 'mall', 'phoenix palassio', 'uttar pradesh']"
